name,timestamp,value
"stETH 30DEC2027","2023-07-06T07:00:00+08:00","1.76"
"stETH 30DEC2027","2023-07-06T08:00:00+08:00","1.76"
"stETH 30DEC2027","2023-07-06T09:00:00+08:00","1.76"
"stETH 30DEC2027","2023-07-06T10:00:00+08:00","1.76"
"stETH 30DEC2027","2023-07-06T11:00:00+08:00","1.76"
"stETH 30DEC2027","2023-07-06T12:00:00+08:00","1.76"
"stETH 30DEC2027","2023-07-06T13:00:00+08:00","1.76"
"stETH 30DEC2027","2023-07-06T14:00:00+08:00","1.76"
"stETH 30DEC2027","2023-07-06T15:00:00+08:00","1.76"
"stETH 30DEC2027","2023-07-06T16:00:00+08:00","1.76"
"stETH 30DEC2027","2023-07-06T17:00:00+08:00","1.76"
"stETH 30DEC2027","2023-07-06T18:00:00+08:00","1.76"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-06T18:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-06T19:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-06T20:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-06T21:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-06T22:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-06T23:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T00:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T01:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T02:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T03:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T04:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T05:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T06:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T07:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T08:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T09:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T10:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T11:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T12:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T13:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T14:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T15:00:00+08:00","1"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T16:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T17:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T18:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T19:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T20:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T21:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T22:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-07T23:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T00:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T01:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T02:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T03:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T04:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T05:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T06:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T07:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T08:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T09:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T10:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T11:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T12:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T13:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T14:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T15:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T16:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T17:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T18:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T19:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T20:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T21:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T22:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-08T23:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T00:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T01:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T02:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T03:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T04:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T05:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T06:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T07:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T08:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T09:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T10:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T11:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T12:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T13:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T14:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T15:00:00+08:00","1.27"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T16:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T17:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T18:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T19:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T20:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T21:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T22:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-09T23:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T00:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T01:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T02:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T03:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T04:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T05:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T06:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T07:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T08:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T09:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T10:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T11:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T12:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T13:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T14:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T15:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T16:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T17:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T18:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T19:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T20:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T21:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T22:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-10T23:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T00:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T01:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T02:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T03:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T04:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T05:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T06:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T07:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T08:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T09:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T10:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T11:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T12:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T13:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T14:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T15:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T16:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T17:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T18:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T19:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T20:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T21:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T22:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-11T23:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T00:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T01:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T02:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T03:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T04:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T05:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T06:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T07:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T08:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T09:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T10:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T11:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T12:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T13:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T14:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T15:00:00+08:00","1.28"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T16:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T17:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T18:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T19:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T20:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T21:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T22:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-12T23:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T00:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T01:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T02:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T03:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T04:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T05:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T06:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T07:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T08:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T09:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T10:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T11:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T12:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T13:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T14:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T15:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T16:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T17:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T18:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T19:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T20:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T21:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T22:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-13T23:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T00:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T01:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T02:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T03:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T04:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T05:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T06:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T07:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T08:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T09:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T10:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T11:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T12:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T13:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T14:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T15:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T16:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T17:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T18:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T19:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T20:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T21:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T22:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-14T23:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T00:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T01:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T02:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T03:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T04:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T05:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T06:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T07:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T08:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T09:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T10:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T11:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T12:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T13:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T14:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T15:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T16:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T17:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T18:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T19:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T20:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T21:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T22:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-15T23:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T00:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T01:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T02:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T03:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T04:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T05:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T06:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T07:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T08:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T09:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T10:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T11:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T12:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T13:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T14:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T15:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T16:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T17:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T18:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T19:00:00+08:00","1.29"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T20:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T21:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T22:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-16T23:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T00:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T01:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T02:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T03:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T04:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T05:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T06:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T07:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T08:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T09:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T10:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T11:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T12:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T13:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T14:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T15:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T16:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T17:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T18:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T19:00:00+08:00","1.36"
"swETH-BbAWeth_BalancerLP Aura 26SEP2024","2023-06-17T20:00:00+08:00","1.36"
